early_density_mean,early_density_slope,early_density_max,early_panic_mean,early_panic_slope,zone_area_m2,is_chokepoint,is_vip_corridor,label_danger_later
3.318584070796461,0.5879076675536853,6.637168141592921,0.5833333333333334,0.12237762237762237,9.04,1,1,1
0.0,0.0,0.0,0.0,0.0,54.93,0,0,0
5.356234477393099,-0.01590318475922462,5.446003770310303,0.5373770476298566,0.11268685916285506,334.19,0,0,1
5.656819610307983,1.9023581417949626e-16,5.656819610307982,0.19444444444444442,0.04079254079254079,31.82,0,0,1
0.7997867235403892,0.2799253532391362,2.19941348973607,0.36363636363636365,0.12727272727272726,6.82,1,1,1
0.5968257710841598,-0.00386831518295289,0.6078781001783109,0.5612440191387559,0.10909090909090909,493.52,0,0,1
33.69925963747766,-1.3440048672985934e-15,33.69925963747766,0.0,0.0,39.17,0,0,1
33.208020050125306,-2.104905092785194e-15,33.20802005012531,0.0,0.0,31.92,0,0,1
33.69925963747766,-1.3440048672985934e-15,33.69925963747766,0.0,0.0,39.17,0,0,1
33.18866479448558,-4.3064839068608904e-16,33.188664794485575,0.0,0.0,39.17,0,0,1
0.4839598210378364,1.2569939751046703e-17,0.4839598210378364,0.0,0.0,1942.31,0,0,0
0.49716203339271653,1.5288710485140532e-17,0.4971620333927166,0.0,0.0,241.37,0,1,0
0.4839598210378364,1.2569939751046703e-17,0.4839598210378364,0.014184397163120567,0.006546644844517184,1942.31,0,0,1
8.45884051990922,1.1086986776046923e-16,8.458840519909222,0.0,0.0,775.52,0,0,1
8.487958941966047,2.4917140446729604e-17,8.487958941966049,0.2054263565891473,0.06895430151244104,405.28,0,0,1
212.73166800966962,-7.873410061610673e-15,212.73166800966962,0.0,0.0,24.82,0,0,1
209.58971824023726,-4.516149772512689e-15,209.58971824023726,0.0,0.0,20.23,0,0,1
212.73166800966962,-7.873410061610673e-15,212.73166800966962,0.0,0.0,24.82,0,0,1
209.50846091861408,-8.912037822695632e-16,209.50846091861402,0.0,0.0,24.82,0,0,1
0.06851991899422913,1.630362187155821e-18,0.0685199189942291,0.0,0.0,1970.23,0,0,0
0.061264499264826015,-7.419934244916344e-20,0.06126449926482601,0.0,0.0,244.84,0,1,0
0.07613324332692122,1.306846268241242e-19,0.07613324332692122,0.0,0.0,1970.23,0,0,0
0.8617321546590132,5.593107610457515e-17,0.8617321546590133,0.0,0.0,2738.67,0,0,0
0.8814714697067639,3.108204176195376e-17,0.8814714697067639,0.0,0.0,340.34,0,1,0
0.8544293397890216,4.2473588304324765e-17,0.8544293397890217,0.0,0.0,2738.67,0,0,0
0.48543069199422617,6.2944059914227735e-18,0.48543069199422595,0.0,0.0,782.81,0,0,0
0.4111842105263158,1.3241149976312174e-17,0.41118421052631576,0.0,0.0,97.28,0,1,0
0.48543069199422617,6.2944059914227735e-18,0.48543069199422595,0.0,0.0,782.81,0,0,0
0.17117425539198905,-2.9702213702596547e-18,0.17117425539198905,0.0,0.0,116.84,0,1,0
0.16661344292795358,-5.6836934091837204e-18,0.16661344292795358,0.0,0.0,4321.38,0,0,0
0.1458044761974193,-8.651879114394164e-18,0.14580447619741926,0.0,0.0,411.51,0,0,0
25.571441580912484,-0.015138308554208288,25.60266434230554,0.0,0.0,768.67,0,0,1
25.69145360850407,-8.860572874458824e-16,25.69145360850407,0.0,0.0,401.69,0,0,1
0.7634185491132601,3.709007648590151e-17,0.76341854911326,0.0,0.0,255.43,0,0,0
0.7865757734661772,-3.357697592858384e-17,0.7865757734661772,0.0,0.0,133.49,0,0,0
27.269957343083487,-0.005229937089667676,27.422303473491773,0.0,0.0,120.34,0,0,1
27.05782583346584,-0.01223136856782787,27.349340117665765,0.0,0.0,62.89,0,0,1
0.1557341306920825,0.013068598379755172,0.186880956830499,0.0,0.0,107.02,0,0,0
0.7302496300709111,2.805525214883446e-17,0.730249630070911,0.042105263157894736,0.012406015037593983,520.37,0,0,1
0.6185248183083345,2.55032183937392e-18,0.6185248183083346,0.0,0.0,64.67,0,1,0
0.7302496300709111,2.805525214883446e-17,0.730249630070911,0.25263157894736843,0.07443609022556391,520.37,0,0,1
0.11008493922152567,1.0342685351758857e-18,0.11008493922152565,0.0,0.0,3451.88,0,0,0
0.09324661398232978,2.134363138372356e-18,0.09324661398232977,0.34615384615384615,0.049450549450549455,428.97,0,1,0
0.11008493922152567,1.0342685351758857e-18,0.11008493922152565,0.0,0.0,3451.88,0,0,0
0.745619485522555,-1.0684469569989962e-17,0.745619485522555,0.0,0.0,80.47,0,1,0
0.8478386978296016,2.4668426880692977e-17,0.8478386978296016,0.0,0.0,5826.58,0,0,0
20.303102206724372,5.935346993085222e-16,20.303102206724372,0.0,0.0,969.31,0,0,1
20.373112229789754,4.324809671418318e-16,20.373112229789754,0.0,0.0,506.55,0,0,1
85.82574772431732,-6.441494951870502e-17,85.8257477243173,0.0,0.0,92.28,0,0,1
84.58571618566296,2.4807248073895103e-15,84.58571618566299,0.0,0.0,75.19,0,0,1
85.82574772431732,-6.441494951870502e-17,85.8257477243173,0.4666666666666667,0.09999999999999999,92.28,0,0,1
84.52535760728217,1.7036981105817847e-15,84.52535760728219,0.0,0.0,92.28,0,0,1
0.11195050958213434,1.5486734986359506e-18,0.11195050958213434,0.125,0.02941176470588235,1205.89,0,0,1
0.1000934205258241,2.879289608957611e-18,0.1000934205258241,0.375,0.08823529411764705,149.86,0,1,1
0.12438945509126038,2.2612446601318633e-18,0.12438945509126038,0.037500000000000006,0.008823529411764706,1205.89,0,0,0
10.757180950065713,5.211705584807194e-16,10.757180950065713,0.0,0.0,1316.33,0,0,1
11.003790194400292,3.4294711343359316e-17,11.003790194400292,0.0,0.0,163.58,0,1,1
10.666018399641429,-1.610938021341266e-16,10.666018399641429,0.0,0.0,1316.33,0,0,1
0.5818290317768164,-2.0068492443945025e-18,0.5818290317768164,0.0,0.0,335.15,0,0,0
0.5995203836930456,6.654419223625293e-18,0.5995203836930456,0.0,0.0,175.14,0,0,0
3.7365374752729137,-0.013791141777247018,3.8098029159645392,0.0,0.0,136.49,0,0,0
